learning style,gpa,student semester,major,previous courses,course types,course subjects,subjects of interest,extracurricular activities,career aspirations,future topics,ethnoracial group,gender,international status
0.47593242,2.85,2,0.4988731,0.50303906,0.5167341,0.50693524,0.48552158,0.5257516,0.51189595,0.49167952,1.0,0.0,0.0
0.47937602,2.31,8,0.4970045,0.38175678,0.5077295,0.50389266,0.4857396,0.43579966,0.4880678,0.49133915,0.0,1.0,0.0
0.47764793,3.84,5,0.51609457,0.6551205,0.51341355,0.5188237,0.48964965,0.57557476,0.5043192,0.49912173,0.0,0.0,0.0
0.47808185,2.51,8,0.47941145,0.614964,0.5104087,0.512618,0.4903424,0.50433517,0.5064834,0.49912173,0.0,0.0,0.0
0.47808185,3.28,4,0.4988731,0.4163095,0.50932705,0.49730712,0.48954725,0.523759,0.49745786,0.5007553,0.0,0.0,0.0
0.47764793,3.55,7,0.49711174,0.5473218,0.5117027,0.5288561,0.4890455,0.5101673,0.5065621,0.49912173,1.0,0.0,0.0
0.47764793,3.27,5,0.5031376,0.5474141,0.50990593,0.52161145,0.48688164,0.53580713,0.511141,0.46117184,1.0,1.0,0.0
0.47764793,2.39,11,0.49763623,0.46405256,0.51115686,0.5058092,0.48874053,0.49014464,0.49952972,0.5007553,2.0,1.0,1.0
0.47808185,2.35,2,0.4988731,0.41310737,0.511274,0.5105341,0.4896225,0.52223384,0.54646635,0.49133915,0.0,0.0,0.0
0.47669214,3.86,13,0.49563336,0.58184063,0.55118054,0.5101287,0.48964623,0.5017866,0.48898542,0.4948007,0.0,2.0,0.0
0.47593242,3.89,13,0.5033723,0.51680607,0.51208293,0.49364948,0.48962814,0.51697254,0.50679064,0.49350223,0.0,1.0,0.0
0.47669214,3.66,8,0.5053245,0.49753946,0.51073384,0.52575433,0.48799643,0.5092275,0.49798226,0.49400803,1.0,1.0,0.0
0.47968078,3.45,9,0.50638145,0.5837157,0.5120776,0.53021294,0.4999053,0.5465194,0.48592317,0.52470255,0.0,1.0,0.0
0.47669214,3.93,7,0.4987868,0.52892876,0.5123454,0.51213795,0.4896436,0.46846986,0.5033561,0.49350223,0.0,1.0,0.0
0.47593242,2.61,3,0.4988731,0.4898799,0.5110324,0.49659705,0.4896019,0.51042914,0.5327063,0.5007553,,,
0.47764793,2.12,10,0.48289084,0.8298405,0.509557,0.51171035,0.499022,0.4183018,0.49033868,0.58468163,2.0,0.0,0.0
0.47593242,3.33,6,0.4784553,0.482562,0.50990593,0.515124,0.49037522,0.49697357,0.48878092,0.49917004,0.0,1.0,0.0
0.47808185,2.41,13,0.490847,0.7411676,0.51058096,0.5097398,0.48962206,0.50900215,0.51455027,0.49908495,,,
0.47764793,2.33,7,0.47582355,0.3960424,0.510991,0.5436427,0.48954725,0.55298483,0.51320153,0.49405366,,,
0.47593242,2.97,4,0.4988731,0.80211407,0.5109662,0.5150212,0.48932487,0.46049103,0.4832536,0.49167952,0.0,0.0,0.0
0.47937602,,0,0.49368888,0.49265742,0.5108953,0.50718117,0.578411,0.52040535,0.48997444,0.4762167,0.0,0.0,0.0
0.47808185,,0,0.4988731,0.49265742,0.5108953,0.50718117,0.49388385,0.5145013,0.507357,0.594187,0.0,1.0,0.0
0.47593242,3.69,13,0.48401755,0.28942126,0.5107089,0.51185787,0.48950255,0.51541793,0.5121457,0.49133915,0.0,2.0,1.0
0.47808185,2.23,9,0.4779957,0.44245756,0.511454,0.51727813,0.4896377,0.501153,0.5098357,0.48390725,3.0,1.0,0.0
0.47937602,3.14,8,0.5657929,0.7243796,0.5117027,0.5188751,0.48861197,0.53032136,0.51674503,0.47567153,0.0,2.0,0.0
0.47937602,2.18,12,0.49563438,0.77540857,0.51149935,0.505876,0.4897323,0.51167595,0.5052218,0.49912173,0.0,0.0,0.0
0.47808185,2.76,12,0.49076724,0.37250733,0.521801,0.52716976,0.48941648,0.54971236,0.50897425,0.46235007,2.0,0.0,0.0
0.47937602,2.69,8,0.5037341,0.50183624,0.51042575,0.51643515,0.4896412,0.53725004,0.50816226,0.4948007,0.0,0.0,0.0
0.47764793,2.61,13,0.49289036,0.35333914,0.509371,0.5283571,0.46752703,0.55706125,0.50141084,0.4630128,0.0,0.0,0.0
0.47764793,3.01,13,0.49924463,0.82356006,0.5199123,0.5282918,0.48965448,0.49069905,0.4968955,0.49912173,2.0,1.0,0.0
0.47937602,3.94,8,0.4927625,0.504064,0.5117834,0.5153465,0.4829875,0.51817393,0.5321447,0.49912173,4.0,0.0,0.0
0.47764793,2.37,9,0.49167567,0.4050913,0.51930183,0.51007175,0.48962826,0.5135488,0.5028961,0.5007553,0.0,1.0,0.0
0.47808185,3.63,14,0.5078372,0.13921797,0.5112133,0.5077613,0.48964825,0.47971278,0.51018125,0.49912173,2.0,1.0,0.0
0.4779744,3.03,8,0.4724367,0.43661338,0.5098524,0.5158597,0.48960027,0.53892773,0.48537856,0.4948007,,,
0.47968078,3.56,3,0.4988731,0.602351,0.5095915,0.4114986,0.48960435,0.56332815,0.5098867,0.49133915,1.0,0.0,0.0
0.47593242,3.47,14,0.4934712,0.77828413,0.5110301,0.50671303,0.48965323,0.42161676,0.48627222,0.49908495,1.0,0.0,0.0
0.47808185,2.14,13,0.53151464,0.43797135,0.5129143,0.52335286,0.4896524,0.50888705,0.5036428,0.49400803,3.0,0.0,1.0
0.47764793,3.85,5,0.4848349,0.49898416,0.5136785,0.51326996,0.48964825,0.5146526,0.50464004,0.49133915,1.0,0.0,0.0
0.47764793,2.44,14,0.49563336,0.47129738,0.5111302,0.52009314,0.4896225,0.5123335,0.52551645,0.49133915,0.0,0.0,0.0
0.47808185,3.3,9,0.4922279,0.63651514,0.5148869,0.5261795,0.48948038,0.5933984,0.46715653,0.48543626,3.0,1.0,0.0
0.47764793,3.29,4,0.50890195,0.64492434,0.51193917,0.4912995,0.48951215,0.6829394,0.46759754,0.5007553,3.0,0.0,0.0
0.47937602,3.24,9,0.49230036,0.41749144,0.5124035,0.51991236,0.48924428,0.50841135,0.49518853,0.49133915,,,
0.47764793,3.1,8,0.49774724,0.7090164,0.51192623,0.5125657,0.4896523,0.49552062,0.5020027,0.49400803,,,
0.47937602,2.17,6,0.48812264,0.34646142,0.5095918,0.51925457,0.4886278,0.5530906,0.50753325,0.49912173,,,
0.47808185,3.21,2,0.4988731,0.6319406,0.5143099,0.5077391,0.48953566,0.49033108,0.52970845,0.49133915,0.0,0.0,0.0
0.47937602,2.11,6,0.4922279,0.44986647,0.5125002,0.5195491,0.48586658,0.5277349,0.4689263,0.51340955,0.0,0.0,0.0
0.47937602,2.17,6,0.49258006,0.4689347,0.51332784,0.49803382,0.4865626,0.50155365,0.5161459,0.49912173,2.0,1.0,0.0
0.47593242,2.51,13,0.5042997,0.44606304,0.5141318,0.51523983,0.48670784,0.52840626,0.5036769,0.46512374,4.0,1.0,0.0
0.47937602,3.22,6,0.5156636,0.19840421,0.5123985,0.51063603,0.4896413,0.53586906,0.4871235,0.49400803,0.0,1.0,0.0
0.47808185,3.17,1,0.4988731,0.45623338,0.50522304,0.4917124,0.6930034,0.541167,0.4899969,0.49613687,2.0,1.0,0.0
0.47937602,2.56,9,0.5143887,0.47932863,0.50921977,0.51997584,0.48965418,0.5090686,0.49909884,0.48390725,0.0,0.0,0.0
0.47937602,3.38,7,0.5096011,0.74385995,0.51390237,0.51005006,0.4895473,0.5164614,0.50954556,0.49405366,0.0,0.0,0.0
0.47937602,,0,0.4988731,0.49265742,0.5108953,0.50718117,0.5230638,0.46440458,0.50728256,0.533255,1.0,1.0,0.0
0.47937602,2.5,3,0.4988731,0.6208968,0.510908,0.5242829,0.48961395,0.5206723,0.49735045,0.49350223,2.0,0.0,0.0
0.47593242,2.71,11,0.5096011,0.53078395,0.5122198,0.52408606,0.48965055,0.53897834,0.4994337,0.49908495,0.0,0.0,0.0
0.47808185,3.41,10,0.4914934,0.25474238,0.5116852,0.5131086,0.48964956,0.51376694,0.5031459,0.51953864,0.0,0.0,0.0
0.47593242,3.89,10,0.49167567,0.4862268,0.51150674,0.5152373,0.48932514,0.5234786,0.5133122,0.49912173,3.0,1.0,0.0
0.47937602,2.17,5,0.5010576,0.6138776,0.51546466,0.5159936,0.48831266,0.5271529,0.51138425,0.49896523,,,
0.47593242,3.05,8,0.4914934,0.4033515,0.5123631,0.50547886,0.4895472,0.50927603,0.49536002,0.49908495,0.0,1.0,0.0
0.47937602,2.16,4,0.4988731,0.54553694,0.5184649,0.5067203,0.4896413,0.48633546,0.4566104,0.49912173,1.0,0.0,0.0
0.47808185,2.26,2,0.4988731,0.50861853,0.5250269,0.512756,0.48997787,0.43783382,0.5578081,0.5079378,4.0,2.0,0.0
0.47764793,3.44,12,0.4750043,0.46906865,0.50925475,0.50842845,0.48964947,0.49758688,0.4928826,0.49908495,,,
0.47937602,2.26,7,0.5114896,0.51168,0.50977474,0.506896,0.48960027,0.52183986,0.5092233,0.48390725,,,
0.47937602,2.33,9,0.49795532,0.47559834,0.51114726,0.513194,0.49348342,0.50783336,0.5004266,0.49350223,4.0,0.0,0.0
0.47937602,2.95,8,0.5009153,0.47703934,0.50961447,0.5058957,0.4893251,0.4904174,0.51496947,0.49908495,4.0,1.0,0.0
0.47593242,3.64,5,0.49711174,0.5565782,0.510565,0.5090047,0.48941907,0.49922475,0.50793356,0.49917004,1.0,1.0,0.0
0.47593242,2.09,4,0.4988731,0.39345098,0.5100477,0.49234843,0.48965234,0.5140963,0.49776483,0.5007553,0.0,2.0,0.0
0.47838128,2.61,13,0.49405771,0.54752594,0.5114878,0.5143814,0.48961377,0.49502912,0.5096772,0.5007553,5.0,1.0,0.0
0.47937602,2.17,4,0.49654627,0.5058034,0.5107404,0.5146075,0.48900628,0.5112814,0.48472112,0.49912173,,,
0.47593242,2.76,1,0.4988731,0.45766246,0.5107825,0.5243457,0.5069382,0.48658687,0.50205475,0.51711255,0.0,1.0,0.0
0.47764793,2.92,14,0.49909163,0.46721458,0.5104262,0.52181846,0.48941883,0.5072228,0.50717074,0.49912173,2.0,0.0,0.0
0.47808185,3.98,2,0.4988731,0.5185217,0.50882304,0.47575927,0.4867852,0.5265821,0.5048755,0.48543626,0.0,1.0,0.0
0.47593242,3.83,9,0.47897685,0.57407755,0.5191793,0.5133514,0.4896377,0.56048596,0.5004448,0.49912173,0.0,1.0,0.0
0.47764793,3.18,4,0.4988731,0.40316522,0.52036625,0.50379366,0.5202092,0.47247386,0.48929393,0.48831964,0.0,1.0,0.0
0.47808185,,0,0.4988731,0.49265742,0.5108953,0.50718117,0.49388385,0.51163465,0.507357,0.5285566,,,
0.4779744,3.16,11,0.49613702,0.59619105,0.5129929,0.50329554,0.4895607,0.48941988,0.5187105,0.5007553,1.0,0.0,0.0
0.47937602,,0,0.4988731,0.49265742,0.5108953,0.50718117,0.49388385,0.507781,0.507357,0.46372175,0.0,1.0,0.0
0.47808185,2.0,4,0.4988731,0.42056316,0.5114228,0.5060093,0.4896413,0.50148016,0.5068062,0.49912173,1.0,2.0,0.0
0.48011744,3.93,7,0.4993027,0.5598939,0.5133183,0.513902,0.4896082,0.5543006,0.4980557,0.49912173,0.0,1.0,0.0
0.47593242,2.16,10,0.49069983,0.44829035,0.5123908,0.5005819,0.48965165,0.5011176,0.5026211,0.49405366,,,
0.4762802,3.4,6,0.48595417,0.44686872,0.5107404,0.5089543,0.48854923,0.5194255,0.50864166,0.48592037,0.0,1.0,0.0
0.47593242,3.35,4,0.48224044,0.50581276,0.50850517,0.49743044,0.4896282,0.42785376,0.4933344,0.49405366,2.0,1.0,0.0
0.47764793,2.6,14,0.502312,0.18192267,0.5145156,0.50263804,0.48962826,0.5270839,0.50637865,0.49167952,0.0,0.0,0.0
0.47808185,2.76,3,0.4988731,0.44832337,0.5134306,0.49181616,0.48975194,0.519487,0.49168438,0.49133915,,,
0.4779744,3.51,8,0.50890195,0.71180546,0.512605,0.50076205,0.4905574,0.53473866,0.48965746,0.48117766,,,
0.47937602,3.91,14,0.48783675,0.5371273,0.5110301,0.524699,0.48939377,0.49998742,0.5092687,0.49133915,,,
0.47937602,,0,0.48997834,0.49265742,0.5108953,0.50718117,0.49700338,0.5145013,0.507357,0.48966786,0.0,0.0,0.0
0.47937602,3.68,2,0.4988731,0.52527446,0.5107825,0.5046105,0.48954725,0.5815433,0.51442367,0.49912173,,,
0.47937602,2.97,14,0.52437717,0.7366704,0.513276,0.5113073,0.4896408,0.49940875,0.4951316,0.50116056,0.0,1.0,0.0
0.47593242,2.6,14,0.50686836,0.8669383,0.5132031,0.5147724,0.48947138,0.5432865,0.5194349,0.4934367,2.0,0.0,0.0
0.47808185,3.34,5,0.4900257,0.41721773,0.5103478,0.5095967,0.48965365,0.5037814,0.4748717,0.49167952,0.0,0.0,0.0
0.47937602,2.25,14,0.4980074,0.25760642,0.5108853,0.5158153,0.48925078,0.46873826,0.49760336,0.49917004,,,
0.47937602,2.72,14,0.50162756,0.62432003,0.5102028,0.50768226,0.48964947,0.49587035,0.5027656,0.49133915,1.0,1.0,0.0
0.47764793,3.47,6,0.5032673,0.7345462,0.51102453,0.535394,0.48951218,0.48270735,0.5038896,0.5007553,,,
0.48011744,3.25,10,0.4931656,0.53761286,0.5117498,0.5145297,0.48963776,0.5158067,0.51218504,0.49643615,3.0,0.0,0.0
0.4762802,2.44,4,0.4988731,0.42001843,0.52080256,0.47405112,0.4896515,0.4661622,0.49665952,0.49908495,3.0,0.0,0.0
0.47669214,2.85,7,0.5074233,0.63073736,0.51389706,0.54451,0.48271197,0.53626275,0.51331234,0.49908495,3.0,1.0,0.0
0.47937602,2.91,14,0.50693196,0.33566475,0.50817984,0.51194966,0.4895567,0.5092659,0.5006605,0.4948007,,,
0.47937602,2.82,2,0.4988731,0.38357696,0.50645214,0.5128788,0.4903256,0.49748945,0.5242786,0.49133915,0.0,0.0,0.0
0.47764793,3.92,10,0.49825555,0.64808595,0.51093346,0.50847965,0.48979396,0.53196096,0.49120414,0.5131626,2.0,0.0,0.0
0.47937602,3.75,2,0.5096011,0.46531814,0.51926184,0.4919718,0.48951226,0.5295874,0.5039143,0.49133915,0.0,0.0,0.0
0.47808185,3.7,12,0.49405771,0.5895063,0.5120291,0.5201891,0.4885251,0.49249637,0.5035407,0.52777445,0.0,0.0,0.0
0.47808185,2.37,4,0.4988731,0.46877962,0.51023674,0.50878143,0.4894189,0.4614327,0.51665306,0.49405366,0.0,0.0,0.0
0.47764793,3.33,2,0.4988731,0.42177308,0.5095915,0.5005997,0.49348423,0.4956561,0.48875445,0.49133915,4.0,1.0,0.0
0.47764793,2.02,3,0.4988731,0.4094926,0.50973505,0.5107729,0.48959267,0.5185995,0.51044184,0.49350223,0.0,0.0,0.0
0.47593242,2.04,6,0.4866649,0.412224,0.51038873,0.5324604,0.48964936,0.5801183,0.5124408,0.49643615,,,
0.47808185,2.01,6,0.48796463,0.43768156,0.5103478,0.5342376,0.47878948,0.50301003,0.49646753,0.48831964,1.0,0.0,0.0
0.47937602,3.96,10,0.50177366,0.41922235,0.5135272,0.50257367,0.48888308,0.4821911,0.48378325,0.49133915,0.0,0.0,0.0
0.47764793,,0,0.4988731,0.49265742,0.5108953,0.50718117,0.49388385,0.5145013,0.507357,0.39622664,1.0,0.0,0.0
0.47764793,,0,0.4988731,0.49265742,0.5108953,0.50718117,0.49388385,0.5410261,0.507357,0.4470827,0.0,1.0,0.0
0.47593242,3.25,14,0.46881348,0.20613474,0.52136713,0.5179905,0.49043477,0.51298726,0.501025,0.5007553,0.0,0.0,1.0
0.47937602,3.29,13,0.49230036,0.7629256,0.5108967,0.5213714,0.48965174,0.5142418,0.48351306,0.49400803,0.0,0.0,0.0
0.47764793,2.72,4,0.4988731,0.48175353,0.5149764,0.49447912,0.48952645,0.51685584,0.5024328,0.49912173,1.0,1.0,0.0
0.47764793,3.68,10,0.48372298,0.64372957,0.5130965,0.50341856,0.4892138,0.5108661,0.5059731,0.49133915,0.0,0.0,0.0
0.47764793,3.24,1,0.4988731,0.390283,0.5134306,0.5176642,0.49303165,0.5145013,0.507357,0.48531875,0.0,0.0,0.0
0.47937602,2.22,4,0.51605606,0.73178923,0.5168871,0.5619895,0.4895774,0.3576187,0.49339312,0.48390725,0.0,0.0,0.0
0.47808185,3.93,5,0.49763623,0.49240232,0.51048136,0.52223796,0.48670495,0.57353634,0.5051259,0.49133915,3.0,1.0,0.0
0.47593242,2.3,7,0.50095403,0.4825014,0.5116385,0.5113228,0.4817849,0.51099503,0.50697845,0.49133915,2.0,1.0,0.0
0.47764793,,0,0.4988731,0.49265742,0.5108953,0.50718117,0.49388385,0.5145013,0.507357,0.44396544,1.0,0.0,0.0
0.47764793,3.73,6,0.5071573,0.5144486,0.50882304,0.52813923,0.48963735,0.5256051,0.5043047,0.49133915,0.0,0.0,0.0
0.47808185,2.34,6,0.49069983,0.45638192,0.51218534,0.52426285,0.48967594,0.4885196,0.5012208,0.40990967,0.0,1.0,0.0
0.47937602,2.96,11,0.49007505,0.16342618,0.50953054,0.525834,0.4894711,0.5062897,0.49954236,0.48390725,1.0,0.0,0.0
0.47764793,2.74,3,0.4988731,0.48101383,0.5128785,0.49525064,0.48979166,0.57221043,0.49453968,0.49350223,,,
0.47593242,2.03,7,0.50086236,0.4238633,0.51332784,0.5085393,0.4895445,0.50954646,0.50246483,0.48831964,0.0,0.0,0.0
0.47808185,2.32,10,0.49725693,0.5736491,0.5088777,0.5216837,0.4895567,0.5060921,0.50633603,0.49400803,,,
0.47808185,3.13,10,0.50638145,0.36620584,0.51167107,0.51884776,0.4904335,0.5024392,0.49488622,0.48831964,0.0,1.0,0.0
0.47937602,3.86,2,0.4988731,0.68031985,0.51088417,0.5326548,0.49337363,0.5087465,0.50852513,0.49912173,0.0,1.0,0.0
0.47764793,3.84,6,0.4848349,0.44475853,0.5155725,0.5196644,0.4892868,0.51599705,0.49492687,0.49912173,0.0,0.0,1.0
0.47764793,3.95,2,0.4988731,0.49032772,0.5124906,0.53938437,0.488869,0.4924407,0.4933737,0.49912173,,,
0.47593242,2.43,4,0.4988731,0.47906607,0.520781,0.52121794,0.48903057,0.49672624,0.52417207,0.49133915,4.0,0.0,1.0
0.47593242,2.98,8,0.49488512,0.42900723,0.5120776,0.5200673,0.48950312,0.5099864,0.5057408,0.49912173,0.0,0.0,0.0
0.4762802,3.28,5,0.49774724,0.53984827,0.51489174,0.4927345,0.48804367,0.497768,0.50507206,0.49912173,,,
0.47593242,2.64,11,0.49466816,0.37597513,0.5138081,0.52376646,0.48964807,0.4993046,0.48554695,0.49133915,,,
0.47764793,,0,0.4988731,0.49265742,0.5108953,0.50718117,0.48727083,0.53882325,0.5137775,0.5095873,0.0,0.0,0.0
0.47937602,2.11,7,0.50111246,0.5791852,0.5111029,0.5081084,0.48105878,0.51011467,0.5132399,0.47567153,0.0,0.0,0.0
0.47808185,3.05,10,0.4848349,0.3398019,0.51031315,0.51121724,0.4894712,0.50767916,0.50374556,0.49405366,0.0,0.0,0.0
0.4779744,2.33,12,0.4825213,0.59133124,0.5106411,0.5165462,0.48947114,0.4970497,0.49994212,0.49167952,1.0,0.0,0.0
0.47838128,2.27,4,0.49367115,0.4320147,0.51189053,0.5095162,0.485813,0.53961825,0.4986444,0.49912173,4.0,0.0,0.0
0.47937602,2.05,4,0.49330682,0.54740906,0.5121242,0.48664302,0.4888837,0.49446094,0.5139135,0.5007553,1.0,2.0,0.0
0.47593242,2.47,3,0.49216038,0.51433843,0.50967,0.4479906,0.4896336,0.49997318,0.57845134,0.49400803,0.0,0.0,0.0
0.47593242,2.14,1,0.4988731,0.6567605,0.52420366,0.48408306,0.4776055,0.5127929,0.4854321,0.4889552,,,
0.47937602,3.0,7,0.49563438,0.6518148,0.5110889,0.51386815,0.48972255,0.5162113,0.5008371,0.50116056,4.0,0.0,0.0
0.47808185,3.28,11,0.50371325,0.45071715,0.5189503,0.52493167,0.48951218,0.5366254,0.4975598,0.49520406,1.0,0.0,0.0
0.47808185,3.71,9,0.51100564,0.24357797,0.5093527,0.5045258,0.4865634,0.5244508,0.50122213,0.49133915,0.0,1.0,1.0
0.47937602,3.07,12,0.51285905,0.52716106,0.51091653,0.49093473,0.48965383,0.4944535,0.49805403,0.49912173,0.0,1.0,0.0
0.47593242,2.67,1,0.50374573,0.48522276,0.51478416,0.4933657,0.4888842,0.5174688,0.49237764,0.49912173,3.0,1.0,0.0
0.47764793,2.44,8,0.5089029,0.5101638,0.51253515,0.5373083,0.4894853,0.49344572,0.50482357,0.49917004,0.0,0.0,0.0
0.47808185,3.23,6,0.49924463,0.6495716,0.5123631,0.50999135,0.4896444,0.52305174,0.5048089,0.49917004,2.0,1.0,0.0
0.47808185,3.48,12,0.49750945,0.5810182,0.51251924,0.5263904,0.48674598,0.52257323,0.5064233,0.49643615,1.0,1.0,0.0
0.47937602,2.76,2,0.4988731,0.4015988,0.51251245,0.47805148,0.48932537,0.58626723,0.50227803,0.49405366,1.0,0.0,0.0
0.47937602,2.35,7,0.5009153,0.6222954,0.50986683,0.5148791,0.4899796,0.5242059,0.47063094,0.52290046,0.0,1.0,0.0
0.47593242,3.64,12,0.49291438,0.4680084,0.5129929,0.5054281,0.48964122,0.5119314,0.5133797,0.49405366,0.0,0.0,0.0
0.47764793,3.23,7,0.4984761,0.6868031,0.50874925,0.5204345,0.48937133,0.49046022,0.500773,0.49133915,3.0,1.0,0.0
0.47593242,2.6,10,0.49624085,0.47384143,0.51231515,0.5330708,0.489438,0.4607057,0.50023085,0.48390725,0.0,1.0,0.0
0.47593242,3.77,14,0.48265028,0.49552393,0.5126438,0.5178347,0.48867524,0.52541554,0.49399793,0.48831964,,,
0.4779744,3.18,11,0.46819013,0.08121645,0.5161316,0.50375986,0.4896221,0.5478125,0.50093573,0.4934367,1.0,0.0,0.0
0.47593242,2.39,6,0.48541588,0.4559679,0.51299435,0.5297841,0.48962203,0.47807267,0.51109064,0.4934367,1.0,1.0,0.0
0.47808185,3.99,5,0.49412048,0.5208074,0.5107343,0.5125999,0.48957744,0.49407867,0.50313044,0.49912173,0.0,0.0,0.0
0.47937602,2.64,6,0.4922279,0.43860316,0.51263756,0.50671566,0.4895445,0.49420676,0.49491394,0.49643615,,,
0.47968078,3.84,5,0.5053245,0.57824326,0.51364625,0.5062678,0.48932517,0.4783065,0.48216552,0.49908495,5.0,1.0,0.0
0.47808185,3.38,9,0.49368888,0.45970917,0.5123425,0.5219364,0.48948526,0.5484823,0.48319185,0.49643615,,,
0.47593242,3.95,3,0.4988731,0.48291075,0.51369196,0.5133147,0.48964947,0.4913893,0.5015892,0.49908495,1.0,2.0,0.0
0.47937602,2.95,8,0.50217885,0.4970187,0.5134284,0.51620895,0.48962823,0.55268365,0.5001275,0.49400803,3.0,0.0,0.0
0.47593242,3.38,8,0.49743947,0.45551276,0.5131821,0.5118155,0.48965305,0.5003768,0.51029783,0.49912173,0.0,0.0,0.0
0.47593242,2.83,13,0.50638145,0.4570523,0.5207985,0.50941694,0.48961216,0.5022044,0.49970293,0.49643615,,,
0.47937602,3.12,9,0.4907143,0.43151844,0.5160158,0.53191435,0.48308843,0.5008253,0.49402857,0.5079378,0.0,0.0,0.0
0.47593242,3.05,12,0.5149925,0.456209,0.509557,0.5237928,0.4896045,0.49031135,0.48923045,0.50116056,2.0,1.0,0.0
0.47808185,2.98,5,0.48997834,0.5181351,0.51035327,0.50446635,0.48903117,0.6019304,0.50123775,0.49908495,,,
