learning style,gpa,student semester,major,previous courses,course types,course subjects,subjects of interest,extracurricular activities,career aspirations,future topics,ethnoracial group,gender,international status
0.4902784,2.38,2,0.49819696,0.43963423,0.50730693,0.51925176,0.4890428,0.4902717,0.48364535,0.5006292,0.0,0.0,0.0
0.49189943,2.86,10,0.49819696,0.53532386,0.5074137,0.5192385,0.48929584,0.48926374,0.480163,0.51466405,0.0,0.0,0.0
0.48999047,3.09,8,0.48205793,0.46195292,0.5074128,0.51921976,0.48904276,0.49049288,0.4833806,0.5131124,1.0,1.0,0.0
0.4902784,2.75,9,0.4926046,0.40000433,0.5070072,0.5189059,0.4890624,0.48846456,0.48302492,0.5131124,0.0,0.0,1.0
0.49054465,2.67,4,0.49819696,0.4664306,0.5073487,0.51922715,0.48921704,0.49021003,0.4836026,0.51115906,1.0,1.0,0.0
0.49054465,,0,0.50651157,0.4525652,0.5073448,0.5192661,0.4890428,0.49027264,0.48364496,0.4293379,0.0,1.0,0.0
0.48999047,3.15,1,0.49819696,0.46142852,0.5073484,0.5192686,0.4890428,0.49025804,0.48364496,0.51115906,2.0,0.0,0.0
0.4902784,3.39,5,0.4977935,0.4971896,0.50730014,0.51939094,0.4890468,0.49026746,0.48366943,0.51115906,0.0,0.0,0.0
0.4902784,3.34,13,0.49546456,0.4418458,0.5073114,0.52748245,0.4890802,0.4927498,0.48395595,0.50686634,0.0,0.0,0.0
0.4902784,3.83,14,0.49203533,0.8294133,0.5093428,0.5285461,0.4890428,0.49786466,0.48343983,0.48891035,0.0,0.0,0.0
0.49163204,3.61,8,0.49924642,0.35289782,0.5070787,0.51847214,0.48905182,0.49027017,0.48350877,0.5089387,,,
0.48999047,3.39,11,0.49316266,0.25434655,0.50737476,0.5228796,0.48888317,0.4894542,0.48426864,0.51107407,,,
0.4911238,2.65,5,0.50475013,0.4766477,0.5073421,0.51936257,0.4888832,0.49033293,0.4836181,0.5064131,,,
0.48999047,3.24,14,0.5025642,0.07738803,0.50730306,0.5276927,0.48904517,0.4917965,0.48391038,0.5064131,,,
0.48999047,2.21,8,0.4975983,0.35997725,0.507358,0.5192806,0.48904297,0.4903526,0.4834821,0.51451707,0.0,0.0,0.0
0.4902784,3.08,9,0.4867925,0.594278,0.50737995,0.51931673,0.4890428,0.4902311,0.48248416,0.44670922,0.0,0.0,0.0
0.4911238,3.86,8,0.49819696,0.53717315,0.5073171,0.5182568,0.48904434,0.49018934,0.4839932,0.5131124,3.0,0.0,0.0
0.49163204,2.04,7,0.4987054,0.46014988,0.50743294,0.5195606,0.48877913,0.49035022,0.48346215,0.5131124,0.0,1.0,0.0
0.49163204,2.77,10,0.49465817,0.70487255,0.53230023,0.52305377,0.489087,0.48892957,0.4827133,0.50907,4.0,1.0,0.0
0.48999047,2.67,11,0.4980685,0.22255945,0.50733745,0.51503575,0.48906237,0.49027783,0.48317176,0.51293564,2.0,1.0,0.0
0.4911238,2.33,14,0.49680027,0.4830161,0.5071752,0.5250186,0.48908478,0.5026157,0.48475674,0.5092009,0.0,0.0,0.0
0.4902784,,0,0.49819696,0.4525652,0.5073448,0.5192661,0.4890428,0.49025804,0.48364496,0.51702976,,,
0.4911238,3.18,9,0.50081503,0.4663315,0.5068867,0.5195988,0.48909417,0.49025467,0.4799004,0.50686634,2.0,1.0,0.0
0.48999047,2.48,4,0.49819696,0.47248632,0.50734925,0.5192211,0.4888239,0.4902627,0.483594,0.50907,0.0,1.0,0.0
0.48999047,2.73,5,0.48978227,0.4530599,0.5072172,0.5192852,0.48904282,0.49029163,0.48365557,0.51451707,1.0,1.0,0.0
0.4894107,2.79,13,0.4962052,0.5032264,0.5076134,0.5162891,0.48903877,0.49127635,0.48284474,0.5053111,0.0,0.0,0.0
0.49163204,3.08,13,0.49339995,0.37256458,0.50736845,0.5201618,0.48919663,0.48908806,0.4827709,0.51466405,0.0,1.0,1.0
0.49163204,3.78,5,0.4935999,0.46528208,0.5073485,0.5191127,0.4890431,0.4904501,0.48367214,0.5053111,,,
0.4902784,3.21,9,0.49349436,0.28670785,0.5073216,0.5199357,0.48911044,0.49007627,0.4840665,0.51466405,,,
0.49163204,2.98,1,0.49819696,0.4288218,0.50734603,0.5192655,0.48904285,0.49024647,0.4836477,0.5006292,1.0,0.0,0.0
0.48999047,3.99,10,0.5062726,0.61651826,0.50738865,0.5224905,0.48904297,0.49026805,0.48363778,0.51630205,1.0,0.0,1.0
0.4902784,2.68,2,0.49743646,0.43435574,0.50734514,0.5192636,0.48909417,0.49026093,0.48365563,0.5064131,1.0,0.0,0.0
0.4902784,2.67,1,0.49819696,0.45706907,0.50734615,0.519269,0.4890428,0.4902635,0.48365316,0.511885,,,
0.4902784,3.36,11,0.47746682,0.47781566,0.5079392,0.5195232,0.48906228,0.4902619,0.49092877,0.51115906,0.0,1.0,0.0
0.48999047,2.56,14,0.50802326,0.62323713,0.50838804,0.5178611,0.48906717,0.5103411,0.48596454,0.50907,1.0,0.0,1.0
0.4911238,2.83,10,0.505942,0.59882814,0.5072926,0.51772994,0.48913547,0.49019608,0.4824563,0.509652,0.0,0.0,0.0
0.4902784,3.15,14,0.50266004,0.80631757,0.5083562,0.5247639,0.48903176,0.49081543,0.48580712,0.51466405,1.0,1.0,0.0
0.48999047,3.05,2,0.49819696,0.43544656,0.50734735,0.5192662,0.48906717,0.490258,0.48364457,0.5053111,0.0,0.0,0.0
0.4911238,2.48,2,0.49729788,0.4325061,0.50733846,0.5192598,0.48904228,0.49025515,0.48360103,0.4973449,0.0,1.0,0.0
0.4911238,2.07,2,0.50274146,0.43903056,0.50734246,0.5192544,0.48904133,0.49026057,0.48362648,0.50907,,,
0.4911238,2.31,3,0.49819696,0.45144656,0.5073477,0.51924354,0.4890428,0.49025777,0.48362902,0.511885,0.0,1.0,0.0
0.48999047,3.0,8,0.4791949,0.4285705,0.50743055,0.51958203,0.48906237,0.49048847,0.48356938,0.51115906,3.0,0.0,0.0
0.4902784,3.06,5,0.5011196,0.41090235,0.5073445,0.519283,0.48903877,0.49023905,0.4837796,0.509652,0.0,0.0,0.0
0.4911238,3.17,9,0.50112563,0.72777617,0.50707614,0.5202303,0.4890428,0.490545,0.48446319,0.51451707,0.0,0.0,1.0
0.49163204,3.37,1,0.49819696,0.44730172,0.50734454,0.51926863,0.4890428,0.49026227,0.48363522,0.49764764,1.0,1.0,0.0
0.4911238,2.02,11,0.49622154,0.31274998,0.50843817,0.521476,0.4891217,0.4902844,0.48774266,0.51115906,,,
0.4902784,2.83,5,0.49315572,0.4196618,0.50856245,0.51925766,0.4890428,0.4902152,0.48371238,0.51424193,1.0,1.0,0.0
0.49163204,3.41,1,0.49819696,0.46921408,0.50735295,0.51926666,0.48908475,0.4902548,0.48366576,0.50907,0.0,1.0,0.0
0.48999047,3.83,9,0.49870145,0.5882784,0.5074661,0.51983535,0.48903257,0.49039042,0.48296815,0.51115906,0.0,0.0,0.0
0.49054465,2.84,2,0.49819696,0.44832778,0.50734735,0.51927227,0.48904285,0.49026233,0.48364884,0.5053111,2.0,0.0,0.0
0.4902784,2.74,14,0.49946463,0.298466,0.5086614,0.52385455,0.4888832,0.4871511,0.48881942,0.5089387,,,
0.4902784,2.25,11,0.4993987,0.42107978,0.5074456,0.5138532,0.4890428,0.4902994,0.4824531,0.49203563,2.0,0.0,0.0
0.48999047,2.2,10,0.49950162,0.7529607,0.50872195,0.51744646,0.48920816,0.4908036,0.48581147,0.51466405,2.0,1.0,1.0
0.4902784,3.03,13,0.49269783,0.30964303,0.5080706,0.5231489,0.48877916,0.48829478,0.48359546,0.50907,1.0,1.0,0.0
0.49163204,3.11,6,0.5062726,0.43288508,0.50734323,0.5192919,0.48933107,0.49025777,0.4836538,0.5131124,3.0,0.0,0.0
0.48999047,2.92,4,0.495545,0.47058868,0.507411,0.51923954,0.49058,0.4902528,0.48373687,0.51451707,2.0,1.0,1.0
0.4902784,2.17,1,0.49819696,0.450741,0.5073457,0.519272,0.4890428,0.49025816,0.4836445,0.4983409,1.0,0.0,0.0
0.49163204,2.03,2,0.49819696,0.43391415,0.50734144,0.519271,0.48996258,0.490272,0.4836503,0.50686634,1.0,0.0,0.0
0.4911238,2.68,5,0.49450424,0.4532186,0.50734615,0.51928765,0.48903137,0.4902597,0.48365843,0.509652,1.0,2.0,0.0
0.4911238,2.07,13,0.49854407,0.2388862,0.5094751,0.5166082,0.48904228,0.49506652,0.48278585,0.51466405,0.0,0.0,0.0
0.4911238,3.16,12,0.5028727,0.51023424,0.5071832,0.5221772,0.48903668,0.4915592,0.48447973,0.5064131,0.0,1.0,0.0
0.49189943,2.59,9,0.50127184,0.6376576,0.50729394,0.5187631,0.4888832,0.4903082,0.48341194,0.51466405,,,
0.49076378,3.16,2,0.49819696,0.4777604,0.50734484,0.519268,0.4890428,0.49025422,0.48364496,0.46031356,0.0,0.0,0.0
0.49163204,3.82,1,0.49497554,0.43861717,0.50734407,0.519266,0.48904148,0.4902579,0.48365727,0.511885,0.0,1.0,0.0
0.4911238,2.94,4,0.49131554,0.48601615,0.50731486,0.5192267,0.48931745,0.49025393,0.4836819,0.5146641,0.0,1.0,0.0
0.4902784,2.02,2,0.49819696,0.43078682,0.5073552,0.5192697,0.48904297,0.4902633,0.4836398,0.5131124,4.0,0.0,0.0
0.48999044,3.25,4,0.49819696,0.47920567,0.50734955,0.519228,0.48909092,0.4902553,0.4836598,0.5089387,4.0,2.0,0.0
0.4911238,3.13,1,0.49819696,0.43162128,0.5073452,0.5192677,0.4890428,0.49025506,0.48365697,0.49894652,0.0,0.0,0.0
0.4902784,2.41,11,0.49436828,0.16587254,0.507181,0.52379715,0.48877916,0.49007782,0.48320466,0.50907,1.0,0.0,0.0
0.4902784,,0,0.49819696,0.4525652,0.5073448,0.5192661,0.4890428,0.49025702,0.48364496,0.47625282,4.0,0.0,0.0
0.4911238,2.01,7,0.5007061,0.4575464,0.50736105,0.5192402,0.48904276,0.4901577,0.48184356,0.50686634,0.0,0.0,0.0
0.48999047,3.46,10,0.49729788,0.3285431,0.5073011,0.51759994,0.48900306,0.49029803,0.4826895,0.5089387,,,
0.4911238,2.02,6,0.5096637,0.4745492,0.50742257,0.5191826,0.49058,0.4903274,0.48365405,0.5092009,1.0,1.0,0.0
0.4902784,2.14,14,0.49339995,0.2400719,0.5075499,0.50863934,0.48903942,0.48565885,0.4875698,0.50907,1.0,1.0,0.0
0.48999044,2.82,10,0.50454235,0.4606596,0.5070562,0.5173894,0.4874493,0.49006116,0.48342806,0.509652,,,
0.48999047,3.09,13,0.49946463,0.5344231,0.5072789,0.52210766,0.4893175,0.4902537,0.48364696,0.51107407,0.0,1.0,0.0
0.48999047,3.9,8,0.49063814,0.41869563,0.50734323,0.5185466,0.4890415,0.49010354,0.48348027,0.5089387,0.0,1.0,0.0
0.4902784,2.32,5,0.4846862,0.45084557,0.50735843,0.5192123,0.48904383,0.4901948,0.48346585,0.5064131,0.0,0.0,0.0
0.4911238,3.25,4,0.49819696,0.47301328,0.5073373,0.5192984,0.48903927,0.49016106,0.4837285,0.51451707,0.0,1.0,0.0
0.49054465,2.66,14,0.5011196,0.4896581,0.5075237,0.52423966,0.48903877,0.45477262,0.48646367,0.51115906,0.0,1.0,0.0
0.49163204,3.88,7,0.5159588,0.44630605,0.5070621,0.51925135,0.48903263,0.48994228,0.48361343,0.51115906,0.0,1.0,0.0
0.4902784,3.23,4,0.49819696,0.4288822,0.50734925,0.51926917,0.48915738,0.4902636,0.48363003,0.51451707,,,
0.48999047,2.32,9,0.4819875,0.40889022,0.5077312,0.5184016,0.4890428,0.49019286,0.48359734,0.4829561,1.0,0.0,0.0
0.48999047,2.06,4,0.49337745,0.46351394,0.5073478,0.51928324,0.48908702,0.4902718,0.48354673,0.50907,2.0,0.0,0.0
0.48999047,,0,0.49819696,0.4525652,0.5073448,0.5192661,0.4890428,0.49026468,0.48364496,0.48956335,0.0,0.0,0.0
0.4894107,3.86,13,0.5005133,0.6402721,0.48422015,0.5197537,0.48903263,0.49135363,0.48398167,0.5053111,0.0,2.0,0.0
0.4911238,2.04,8,0.4908115,0.3846495,0.5072683,0.51943123,0.48909417,0.49026397,0.4834303,0.5146641,0.0,0.0,0.0
0.4911238,3.7,5,0.5058906,0.46095017,0.50733733,0.5193407,0.48929587,0.49027675,0.48364925,0.5092009,1.0,0.0,1.0
0.48999047,2.01,9,0.49729407,0.4356025,0.50747997,0.5199375,0.48904538,0.49036354,0.48348215,0.51115906,2.0,1.0,0.0
0.48999047,3.63,12,0.48133945,0.26049575,0.5073204,0.50061923,0.4890802,0.48782474,0.4834539,0.50907,0.0,1.0,0.0
0.49163204,3.43,12,0.5123675,0.6080979,0.5070072,0.52074,0.48904282,0.48925194,0.48365182,0.5131124,1.0,0.0,1.0
0.48999047,2.88,12,0.49785292,0.24536133,0.50815177,0.51812387,0.48904288,0.49032074,0.48294836,0.50173455,0.0,0.0,0.0
0.4902784,3.13,4,0.5023282,0.41122967,0.5073788,0.51930624,0.48915744,0.49030277,0.483608,0.51466405,,,
0.4902784,,0,0.49819696,0.4525652,0.5073448,0.5192661,0.4890428,0.49025804,0.48364496,0.5284468,2.0,1.0,0.0
0.4902784,3.86,1,0.49819696,0.45695156,0.507344,0.5192689,0.4890428,0.49025804,0.4836427,0.46024972,1.0,0.0,0.0
0.4902784,3.65,12,0.49657303,0.22203404,0.50831175,0.5213489,0.4888239,0.5018022,0.48362204,0.5053111,0.0,0.0,0.0
0.4911238,3.65,7,0.49610305,0.3864347,0.5074661,0.51950526,0.48915744,0.49021062,0.48428592,0.51115906,,,
0.4902784,,0,0.49436828,0.4525652,0.5073448,0.5192661,0.4890428,0.49026302,0.48364112,0.46740174,2.0,1.0,0.0
0.4911238,2.16,4,0.49819696,0.43153605,0.50732243,0.5192149,0.48904225,0.49024746,0.48367825,0.51451707,1.0,1.0,0.0
0.48999047,3.15,9,0.4980746,0.34561294,0.50739366,0.5184658,0.4925023,0.48979646,0.48383468,0.51115906,0.0,0.0,1.0
0.48999047,3.81,4,0.49819696,0.45626974,0.5073855,0.5192345,0.4869028,0.490219,0.48356766,0.50907,0.0,1.0,0.0
0.4911238,3.33,1,0.49950162,0.45767015,0.50734615,0.5192697,0.4888239,0.49026546,0.48362038,0.51107407,2.0,0.0,1.0
0.4911238,3.13,13,0.4938143,0.19898199,0.5021223,0.5163969,0.48904285,0.499733,0.48083046,0.5064131,0.0,0.0,0.0
0.48999047,3.91,13,0.5040281,0.24751973,0.50747865,0.51545507,0.4890427,0.48998502,0.4829206,0.50686634,0.0,0.0,0.0
0.49163204,3.24,4,0.5092987,0.43266553,0.507348,0.5192833,0.48902082,0.49025586,0.48364118,0.51115906,1.0,0.0,0.0
0.4911238,3.96,9,0.49657303,0.43015194,0.5072179,0.5193945,0.4890454,0.49030635,0.48378968,0.50686634,2.0,0.0,0.0
0.4910531,3.22,4,0.49819696,0.43451855,0.5073181,0.51921964,0.48905182,0.49029663,0.4836401,0.50907,0.0,0.0,0.0
0.4911238,2.11,3,0.49819696,0.47058988,0.5073203,0.51925963,0.48905483,0.49026704,0.4836225,0.51293564,3.0,1.0,0.0
0.49076378,,0,0.49819696,0.4525652,0.5073448,0.5192661,0.4890428,0.49025804,0.48364496,0.5265168,3.0,0.0,0.0
0.4911238,3.1,7,0.51802695,0.44249883,0.5073195,0.519143,0.4888832,0.49026766,0.48362643,0.51293564,,,
0.4902784,2.99,1,0.49819696,0.45763317,0.5073449,0.5192686,0.48899618,0.49026704,0.48363417,0.5064131,,,
0.4911238,3.06,10,0.50182843,0.6579692,0.5070138,0.51857007,0.48903885,0.49022567,0.48268872,0.5092009,,,
0.49163204,2.35,12,0.49959219,0.15274075,0.5038629,0.5189146,0.4890428,0.4891246,0.48664048,0.4010568,1.0,0.0,0.0
0.49163204,3.54,13,0.4976986,0.43896165,0.5073011,0.51776356,0.48877913,0.48766357,0.48521417,0.50907,1.0,1.0,0.0
0.48999047,3.94,2,0.49819696,0.44537288,0.5073542,0.5192697,0.4890428,0.4902568,0.48364496,0.46031356,,,
0.4911238,2.33,1,0.49819696,0.47060886,0.5073432,0.5192706,0.4890428,0.49025702,0.48363924,0.5005426,,,
0.4911238,2.03,12,0.5117282,0.39743116,0.50739366,0.5194827,0.4891065,0.4875442,0.4845573,0.50686634,2.0,1.0,0.0
0.48999044,3.45,6,0.4934944,0.44159514,0.5073311,0.5191635,0.48913547,0.49036077,0.48377258,0.50907,0.0,0.0,0.0
0.49163204,2.36,12,0.4985233,0.62962806,0.50732404,0.521961,0.4890351,0.48928633,0.48396918,0.5089387,4.0,0.0,0.0
0.49163204,2.22,11,0.49654648,0.43333262,0.5073594,0.524847,0.48690283,0.4905941,0.4814696,0.50686634,,,
0.49025607,2.88,14,0.49727595,0.24267083,0.50838435,0.52703196,0.48709866,0.4917712,0.48173925,0.51115906,,,
0.4902784,2.07,14,0.49986792,0.28067863,0.5086614,0.5210216,0.48907027,0.45290437,0.4825776,0.51115906,0.0,0.0,0.0
0.4911238,3.93,3,0.48647848,0.46293038,0.50732356,0.5192834,0.48904768,0.49027053,0.48354492,0.50907,2.0,0.0,0.0
0.4911238,3.45,1,0.49819696,0.45774788,0.50735205,0.51926774,0.4890428,0.49025804,0.48364496,0.49014643,0.0,0.0,0.0
0.48999047,2.91,7,0.5004649,0.44279987,0.5073422,0.51903296,0.4890428,0.49016473,0.48367515,0.5064131,0.0,0.0,0.0
0.4911238,3.32,1,0.49819696,0.4656003,0.50734615,0.5192712,0.4890428,0.4902598,0.48365417,0.49774253,0.0,0.0,0.0
0.4911238,2.23,7,0.49860412,0.47949398,0.50734186,0.51955634,0.4890428,0.49034762,0.4838828,0.5092009,0.0,0.0,0.0
0.48999047,3.25,7,0.49794543,0.34827238,0.5069995,0.51924676,0.48913547,0.49025512,0.48339355,0.51451707,1.0,0.0,0.0
0.49025607,3.82,8,0.50461626,0.49281263,0.5073746,0.5192281,0.4924456,0.49056062,0.48427552,0.51466405,,,
0.4911238,2.97,10,0.5232819,0.4085158,0.5075097,0.51842517,0.4890428,0.49141848,0.48268276,0.5342389,2.0,1.0,0.0
0.4894107,2.78,2,0.49819696,0.43273857,0.5073542,0.5192584,0.48959887,0.49025515,0.48364463,0.50907,0.0,1.0,0.0
0.4911238,3.01,9,0.50081503,0.76821446,0.5073477,0.51762086,0.4890481,0.49033856,0.4838292,0.52388835,2.0,0.0,0.0
0.48999047,3.07,11,0.50364506,0.17388085,0.5070138,0.51790327,0.48903912,0.4904837,0.48474538,0.509652,0.0,0.0,0.0
0.4911238,2.27,7,0.49789298,0.33479023,0.5086614,0.51925766,0.4890463,0.49014685,0.48342526,0.51115906,,,
0.4911238,,0,0.49819696,0.4525652,0.5073448,0.5192661,0.4890428,0.49026302,0.48364496,0.47591543,,,
0.4911238,2.82,3,0.49819696,0.46854603,0.50734615,0.5192863,0.48903942,0.4902784,0.4836634,0.51115906,0.0,1.0,0.0
0.49025607,2.22,1,0.49819696,0.46348202,0.50734544,0.5192659,0.4890428,0.49025804,0.48364496,0.4069755,,,
0.4911238,3.31,5,0.48907542,0.45527396,0.507353,0.51937884,0.48929584,0.49024707,0.48370317,0.50907,,,
0.48999047,2.16,1,0.49819696,0.4643369,0.5073449,0.5192632,0.4890428,0.49026296,0.4836459,0.49641615,0.0,1.0,0.0
0.4911238,2.73,14,0.4980179,0.566004,0.5078985,0.5181729,0.4890428,0.4894404,0.49892232,0.4843442,0.0,0.0,0.0
0.49025607,2.79,2,0.49819696,0.4713318,0.5073378,0.51926893,0.4890428,0.4902577,0.48364392,0.51115906,0.0,1.0,0.0
0.4911238,2.07,2,0.49819696,0.44029787,0.50730175,0.5192649,0.4890452,0.49027613,0.48364666,0.5053111,0.0,1.0,0.0
0.49163204,3.35,4,0.49299338,0.4401722,0.5073445,0.5192725,0.4890428,0.4902634,0.48374796,0.52388835,0.0,1.0,0.0
0.4911238,2.61,14,0.5083642,0.5809887,0.50730455,0.5008434,0.48904303,0.48921725,0.4866957,0.51107407,,,
0.4911238,3.47,8,0.5043704,0.53351164,0.50734144,0.5191031,0.48915908,0.49052015,0.48290423,0.51466405,0.0,0.0,0.0
0.49163204,2.97,14,0.49729788,0.68942124,0.5080706,0.5187556,0.48898008,0.4721841,0.4831951,0.5146641,0.0,1.0,0.0
0.49163204,3.92,13,0.4850762,0.3120244,0.5072874,0.52441776,0.48931754,0.49793953,0.4809618,0.5064131,1.0,1.0,0.0
0.4911238,2.04,9,0.48275033,0.4979264,0.5078154,0.51793236,0.4888239,0.49029872,0.48332715,0.50907,0.0,0.0,0.0
0.49189943,3.38,1,0.49819696,0.43429938,0.50734204,0.5192692,0.4890428,0.49026424,0.48365262,0.52828896,0.0,1.0,0.0
0.4902784,2.06,3,0.49327415,0.44151628,0.5073139,0.51924664,0.48904225,0.49025956,0.4837212,0.50907,3.0,1.0,1.0
0.4911238,2.54,14,0.49913073,0.18260795,0.5077037,0.5121774,0.48904538,0.4853469,0.4818986,0.51466405,2.0,1.0,0.0
0.49163204,3.38,3,0.49759436,0.43869233,0.5073421,0.51927835,0.48903263,0.49023587,0.4836709,0.5064131,0.0,0.0,0.0
0.49163204,2.77,12,0.49946463,0.4964791,0.50707746,0.51953983,0.4890415,0.49046046,0.4559844,0.50907,,,
0.4911238,3.8,12,0.4977935,0.44901884,0.5076128,0.5204322,0.48879334,0.49825948,0.48870948,0.51115906,1.0,0.0,0.0
0.48999047,3.51,9,0.49643934,0.4332221,0.5070346,0.51914,0.48903352,0.49026445,0.48453555,0.50907,1.0,0.0,0.0
