first_name,last_name,race_ethnicity,gender,international,socioeconomic status,learning_style,gpa,student semester,previous courses,course type,previous courses count,subjects in courses,unique subjects in courses,subjects of interest,subjects diversity,career aspirations,extracurricular activities,activities involvement count,future topics
91bad92e336d2c679aa651fb485eb7134fb3de8d5857ef660f7af2d12aaa429b,56da61e0161aad4f9b49e027f741a297152a68af5eadb7979ff32a3e97681197,Settler Colonizer,Female,Domestic,Upper,['Read/Write'],3.3084800311704856,7.964965407450452,"['Undergraduate Open Seminar', 'Macroeconomic Principles', 'Undergraduate Open Seminar', 'Climate and Global Change', 'Undergraduate Research', 'Reading for Writers', 'Philosophy in Literature', 'Intro to Statistics', 'Introduction to Mediated Communication', 'Construction Engineering', 'Undergraduate Seminar', 'Molecular Microbiology', 'New Learning', 'Drawing and Modeling', 'Intro Partial Diff Equations', 'Interreligious Perspectives on Health and Medicine', 'Theory of Probability I', 'Conference Interpreting']","['Lecture-Discussion', 'Discussion/Recitation', 'Online', 'Lecture', 'Independent Study']",1.0552167023977888,"['EPOL', 'MCB', 'ATMS', 'CEE', 'PHIL', 'HDFS', 'CW', 'ARCH', 'EALC', 'TRST', 'CMN', 'BSE', 'CHLH', 'MATH', 'ECON', 'PSYC', 'STAT']",17,[],3,[],"['Glee Club', 'Hebrew Language Club']",2,"['Asian Studies', 'Art']"
67a249cb7842d0489d83d45c9c158bad17995685b2ef85cad2be93340d379b88,3006f7a743361aeb057508ede463bceb41055331da797df9ce9efffecd3caca5,Settler Colonizer,Female,Domestic,Lower,['Visual'],2.3205514868424735,2.0480490963486218,"['General Chemistry II', 'Emergence of Life', 'The Sociology of Political Polarization: Bigots and Snowflakes', 'Business Analytics I', 'General Physical Meteorology', 'Research Design for Information Sciences', 'Sexualities']","['Lecture', 'Online Lecture', 'Lecture-Discussion', 'Online']",0.0798829235534142,"['BADM', 'ATMS', 'CHEM', 'GWS', 'GEOL', 'SOC', 'IS']",7,[],3,[],['Business Administration Club'],1,"['Behavioral Sciences', 'English', 'Comparative World Literature']"
7814c482f258916de4c5f471566b847fdb3426a9ed65646300b9dd4c84d145ba,da6e673bd5f842399be4555c928f04cf743b2437a3e31c0bc6e381749c1dfde0,Settler Colonizer,Female,International,Lower,['Kinesthetic'],3.1593777169459725,2.0544375454416577,"['Skating Activities', 'Production Practicum I', 'Euphonium']","['Laboratory', 'Practice']",-0.09392981589810417,"['KIN', 'MUSC', 'DANC']",3,[],3,[],[],0,"['Philosophy', 'Special Education', 'Near Eastern Languages and Cultures']"
d58e3d62fb8fe8190bb34c742660852f4b9a38e6271a0b67d5153680d111f3e9,6f02b1f55377e0ccbe784a14c63cb26b33ce10aeb0357ad961c53159dd4e81df,Settler Colonizer,Female,Domestic,Lower,['Read/Write'],2.7536110914642538,10.008918389153449,"['Vocabulary Building from Greek and Latin Roots', 'Introduction to Meteorology', 'Beginning German I', 'Supp WW Inst: Flute', 'Intro to Organizational Comm', 'Perception and; Sensory Processes', 'Science of Food Preparation', 'Adult Development', 'Leadership and Ethics', 'Criminal Justice System', 'Design Workshop Studio I', 'International Law', 'Vector and Tensor Analysis', 'Historiography and Methodology', 'Honors Senior Thesis', 'Lang in African Culture and; Soc', 'Social Media Analytics', 'Advanced Topics in Food Science and Human Nutrition', 'Higher Education Law', 'Advanced Studies in Geology', 'International Human Rights Law', 'Graduate Jazz Trombone', 'Medicine in Literature', 'Design of IC Engines', 'Adv Res and Scholarly Comm']","['Laboratory-Discussion', 'Lecture-Discussion', 'Discussion/Recitation', 'Online', 'Lecture', 'Independent Study']",2.038709933232739,"['ATMS', 'ACE', 'LING', 'ADV', 'CLCV', 'GEOL', 'MATH', 'CMN', 'MUS', 'RUSS', 'BSE', 'SOC', 'HDFS', 'EPOL', 'MUSC', 'LAW', 'ME', 'LA', 'MILS', 'HIST', 'GER', 'FSHN', 'PSYC']",23,[],3,[],"['Medicine Club', 'Biomedical Engineering Society']",2,"['Biostatistics', 'History', 'Kinesiology', 'Physics']"
c3a1d4fb889e99195ef3248e638262fc4f67dad6e10a348ce3e722b477259602,f9ce4eef6f531c4be5170259eb3594a5e240a3b023b04c6e9252763569f6d604,Settler Colonizer,Female,Domestic,Upper,['Visual'],3.4027342755644723,0.027029516490477273,"['Introduction to American Literature', 'Elementary Italian II', 'Contemporary Nutrition']","['Lecture', 'Lecture-Discussion']",-0.020693347350628374,"['ENGL', 'ITAL', 'FSHN']",3,[],2,[],"['Biochemistry Club', 'Turkish Language Club', 'Greek Language Club']",3,"['Nutrition', 'Landscape Architecture', 'Family Health']"
43e2658b6edb97419eb0588ba3f19a7d25749baee1bcc177f216fc3717160fe4,351831651ea88ebb881343bc6aab58d742105aa2ead4e584db2157c23c0548aa,Settler Colonizer,Male,Domestic,Lower,"['Auditory', 'Read/Write']",2.421578772438306,3.9265912844746538,"['Microeconomic Principles', 'Spanish in the Professions', 'Small Group Communication', 'Modeling Nuclear Energy System']","['Discussion/Recitation', 'Lecture-Discussion']",-0.04478638758143323,"['ECON', 'NPRE', 'CMN', 'SPAN']",4,[],3,[],"['Medieval Studies Club', 'Latin American and Caribbean Studies Club']",2,"['Education', 'Chemistry', 'Turkish', 'Agricultural Health and Safety']"
7a1b0b8b81119825cb08f4ad3eff89b7121c968174ab3244d765ce93ca19249d,dee24b03acc4267348124fe2a43d29d70bd6ffe3f34f1063707accea67ee6e93,Settler Colonizer,Female,Domestic,Upper,['Kinesthetic'],3.6334862350323185,1.9244149592198183,"['BFA Production Seminar', 'Cello', 'Undergraduate Open Seminar']","['Laboratory-Discussion', 'Practice']",0.02375311168572085,"['ME', 'MUSC', 'THEA']",3,[],3,[],[],0,"['Business Administration', 'Global Studies', 'Environmental Policy and Planning', 'Environmental Science']"
170991e1e81cdc93e3bcc15fca96f72ed0253430fe34d52a76cb89b42fd3e583,55a531a56de74253eb6b961abd935782a4beff62d201df71377b598706127185,Settler Colonizer,Female,Domestic,Lower,['Auditory'],2.590445846027679,-0.06458852746791999,"['Beginning Scandinavian II', 'Climate and Global Change', 'Undergraduate Open Seminar', 'Introduction to Energy Sources', 'Elementary Mathematics']","['Discussion/Recitation', 'Lecture', 'Lecture-Discussion']",0.05648756788809947,"['ATMS', 'SCAN', 'AE', 'NPRE', 'MATH']",5,[],4,[],[],0,"['Art', 'German']"
423bfd0184445e7d214f6c8cfe527a974a332a3d6d4eee6ea216965e90e2807d,3725dbfedcd5114eb5165c9ab336fc69cacf50e81e5c369e1c662a19d17cdf39,Indigenous,Male,Domestic,Lower,['Kinesthetic'],2.2773577211687352,10.00933284373073,"['Introduction to Computer Science II', 'Undergraduate Open Seminar', 'URAP Research Apprenticeship', 'Introduction to Animal Evaluation', 'Practicum in Recreation, Sport and Tourism', 'Decision Making for Atg', 'Functional Analysis and Design of Agricultural Machine Systems', 'Project Design and Execution in a Physics Context', 'Quantitative Methods in NRES', 'Image and; Video Processing', 'Wind Symphony', 'Senior Engineering Project I', 'Environmental Control Systems II', 'Psychiatry Clerkship', 'Graduate Level Guitar', 'Exotic/Wild Animal Diag Path 1', 'Otolaryngology - ENT', 'Urology Sub-Internship']","['Laboratory-Discussion', 'Practice', 'Internship', 'Research', 'Laboratory']",1.055805544104759,"['ACCY', 'MUSC', 'GC', 'CLE', 'ARCH', 'ECE', 'ME', 'PHYS', 'RST', 'SE', 'ABE', 'CS', 'NRES', 'PATH', 'ANSC']",15,[],2,[],[],0,"['Integrative Biology', 'Atmospheric Sciences', 'Geology']"
c135748741f8a9f656837a6201e9fc6fa89a67c23fba9e33250e8e0e90ce1a05,1ec11649e07d6cc1e498c57aa52199f52a3d7ec5bf7586045af99d43db1a9d4b,Settler Colonizer,Female,Domestic,Lower,['Read/Write'],3.268942007328312,5.903142200823529,"[""Intro Gender and; Women's Studies"", 'Undergraduate Open Seminar', 'Sociology of Gender', 'Elementary French I', 'Introduction to Digital Learning Environments', 'Asian Film Genres', 'Conversation and Writing II', 'Introduction to Statics', 'Victorian Literature and Culture', 'Social Research Methods', 'Quantitative Physiology Lab', 'Race and Mixed Race', 'Living the Law', 'Int Diplomacy and Negotiation']","['Seminar', 'Discussion/Recitation', 'Lecture', 'Lecture-Discussion']",0.9259621598531939,"['FR', 'CI', 'AAS', 'LAW', 'GWS', 'TAM', 'ENGL', 'SOC', 'BIOE', 'GER', 'GLBL', 'ECON']",12,[],1,['Philosopher'],"['Labor and Employment Relations Society', 'Economics Club', 'Portuguese Language Club']",3,"['Rehabilitation Education', 'Management', 'Turkish', 'Special Education']"
b0b35a816b719e14aa6ce01d29b3f2296a23ecaeacc9fcc4bce6a30a148296fd,e3822c8192eb320ef39faf9c1e964d01b9f752c740904be7c75ecc3d63150171,Settler Colonizer,Male,Domestic,Upper,['Visual'],3.0794808968858383,8.081004627590136,"['Climate and Global Change', 'Algebra', 'Survey of Interdisc Health', 'Introduction to Energy Sources', 'Design for Manufacturability', 'Calculus', 'Personal Financial Planning', 'Relativity and; Math Applications', 'Introduction to Insurance', 'Latina/os and the City', 'FinTech in Personal Finance and Financial Planning', 'Industrial Design VI', 'Health Administration', 'Economics of Risk', 'Second Lang Reading and; Writing', 'Design for Social Impact', 'Palliative Care – Introduction', 'Advanced Operating Systems']","['Practice', 'Studio', 'Lecture-Discussion', 'Online', 'Lecture']",0.9570418288260324,"['DTX', 'ARTD', 'CLE', 'ESE', 'FIN', 'CS', 'ME', 'ACE', 'PHYS', 'EIL', 'HIST', 'IHLT', 'CHLH', 'MATH', 'ECON', 'ENVS']",16,[],4,[],[],0,"['Economics', 'Dance', 'Chemistry']"
aeca2d040b9acdac12df641e57310f64e22d2ad66c063b99f7710878d934d716,2f8d645da4ccfc7fce53719535b6947ffa058dc894c29340c4de2e516ee8c4e0,Settler Colonizer,Male,Domestic,Lower,['Read/Write'],3.9732422135229455,2.009117943715239,"['Natural Disasters', 'Elementary Course in a Less Commonly Taught Language II', 'Race and the Politics of Reproduction', 'Team and Leadership Fundamentals II', 'Diversity in Recreation, Sport, and Tourism', 'Intro to Intercultural Comm']","['Lecture-Discussion', 'Online']",0.06088440447862625,"['AFAS', 'LCTL', 'KIN', 'GWS', 'CMN', 'GEOL']",6,[],3,[],[],0,['World Literatures']
0561a0102919c951da52394aa85ac2384ad404525a42055c427268c8a9aa24d8,131301af634ac84903566d60887a0fbe772e9647b0b8693748938e190b0fa032,Settler Colonizer,Female,Domestic,Lower,['Auditory'],3.0601315297263296,1.9315082774148653,"['Saxophone', 'Introduction to Applied Microeconomics']","['Practice', 'Lecture']",0.0807441517977811,"['MUSC', 'ACE']",2,[],2,[],[],0,"['Engineering', 'Japanese']"
bf1ee0a9243cb88af57498deab6f1376b3e589ac2b17bcf6e1564ac99ba9954f,f5417c29dfe4f1e36719a446606e0948868688437ea8dc90b9a93c8d25ee419e,Settler Colonizer,Female,Domestic,Lower,['Visual'],2.819115519513344,2.0499453504953555,"['Grief and Loss Across the Lifespan', 'Introduction to Game Studies and Design', 'Beginning Scandinavian II']","['Online Lecture', 'Lecture-Discussion']",-0.0851701474293235,"['HDFS', 'GSD', 'SCAN']",3,[],3,[],"['Integrative Biology Society', 'English Club']",2,['Literature']
8cb3f1e145a72d310971a285936ab66e4848359a49fb794d271df9d23e26b8ad,0b3bfee19f6bc28634d6fb4593f6eb97525c5fe61de2dbe4f34506a0670feaa7,Settler Colonizer,Female,Domestic,Lower,['Visual'],3.1706497865323935,2.0707825480604303,"['Introduction to Plant Biology', 'Vocabulary Building from Greek and Latin Roots', 'Intro to Philosophy-ACP', 'Intro to Interpersonal Comm', 'ABE Principles: Bioprocessing', 'Basic Discrete Mathematics', 'Interaction Design Foundation', 'Internship in Teaching Comm']","['Studio', 'Lecture-Discussion', 'Internship', 'Online', 'Lecture']",-0.012856752627488047,"['ARTD', 'IB', 'CMN', 'ABE', 'MATH', 'PHIL', 'CLCV']",7,[],4,[],['Math Club'],1,"['Dance Theater', 'French']"
e4aee4f0470040c5cda34218846d3a4a7f4e5023cf9287588ca500573a247d38,6ef2f8bf46dfddd4a452645d094661f99cef287e1e50072d1507116f1c9d9118,Settler Colonizer,Female,Domestic,Upper,['Auditory'],3.749721075256598,5.917833199305085,"['Introductory Microbiology', 'Intro to Human Nutrition', 'Calculus II', 'Computer Architecture', 'The World Through Museums', 'American Environmental History', 'Actuarial Problem Solving', 'Computing in the Humanities', 'Language and; Minorities in Europe', 'Illini Strings', 'FINRA Professional Exam Review', 'Introduction to Robotics', 'The Acquisition of Spanish']","['Practice', 'Lecture-Discussion', 'Seminar', 'Discussion/Recitation', 'Lecture']",0.9805460071981854,"['NRES', 'MCB', 'MUSC', 'ECE', 'ME', 'ITAL', 'ACE', 'ASRM', 'SPAN', 'IS', 'ANTH', 'MATH', 'FSHN']",13,[],3,[],[],0,['Latin']
818d0e5ffae3c30dfbe68dbb57896728bc1598d0094467bb378db4cb21a1774c,1a7c12c0206d3cb51b9502cf72461363ce0e4ca643951732e8a53125c5f32684,Settler Colonizer,Female,Domestic,Lower,['Read/Write'],2.2685077097119843,10.007225480033163,"['Intro to Creative Writing', 'Harnessing Your Interpersonal Intelligence', 'Elementary Spanish I', 'Undergraduate Open Seminar', 'Social Justice, School and Society', 'Individual Study', 'Economic Statistics II', 'Islamic Philosophy', 'Francophone Worlds', 'Special Topics in Comm', 'Sound Design II', 'Advanced Media Design', 'Topics in Medieval British and Irish Literature', 'Employment Relations Systems', 'Thesis Research', 'Capstone Research Project', 'Equine Surgery Laboratory', 'Secured Transactions', 'Research Methods in NRES']","['Laboratory-Discussion', 'Lecture-Discussion', 'Discussion/Recitation', 'Online', 'Lecture', 'Independent Study']",1.0226314902297506,"['LEAD', 'THEA', 'LAW', 'CW', 'CWL', 'SE', 'CMN', 'REL', 'LER', 'EDUC', 'AGED', 'SPAN', 'CS', 'NRES', 'ECON', 'VCM']",16,[],3,[],"['Leadership Studies Club', 'Food Science and Human Nutrition Society', 'Math Club']",3,"['Religious Studies', 'Chemistry']"
b9c3a8880294a5e593ebfe2de602a8ac20730e2693d3f9c9b62df54711a682c6,0a3cb93e485b0da4103d9b3fece1ba4bbba1f4e2fe82ca2e3679d232186fa27a,Settler Colonizer,Female,Domestic,Lower,['Visual'],2.3095227423526823,10.024364139128744,"['Introduction to American Literature', 'Intro to Global Studies', 'Undergraduate Open Seminar', 'Undergraduate Open Seminar', 'Diversity in Advertising', 'Sport and; Modern Society', 'Images of the Other', 'Aerospace Dynamical Systems', 'Advanced Chinese II', 'Environmental Engineering', 'History of the English Language', 'Soil and Water Conservation', 'Special Topics in Printmaking', 'Technology Entrepreneurship', 'Afterlife in Early Judaism', 'Risk Analysis in the Geosciences', 'Seminar for Advanced Students', 'Materials Colloquium', 'Management of Workplace Gender Issues', 'Finite Element Methods', 'Exploring Anatomy through the Virtual Reality Lens', 'Advanced Topics in Programming Systems', 'Physical Inorganic Chemistry', 'Introduction to Telemedicine', 'Applied LiteraryTranslation II', 'Thesis Seminar', 'Principles of Applied Ecology']","['Studio', 'Lecture-Discussion', 'Online Lab', 'Online', 'Lecture']",2.0324589595531286,"['ARTS', 'ATMS', 'CHEM', 'AE', 'TE', 'SLAV', 'ADV', 'ANTH', 'SPED', 'MSE', 'AGED', 'BSE', 'ENGL', 'LER', 'EPOL', 'LAS', 'CEE', 'KIN', 'REL', 'GLBL', 'CHIN', 'CS', 'NRES']",23,[],4,[],"['Classical Civilizations Club', 'Science Club']",2,"['Agricultural Science Education', 'Political Science', 'Dance Theater']"
ce59116024f7f4a62099327d516e999fee3c985b2cc714d808e22ca928c42124,c5a4f94ad10013c91ce4174afd8bef12a60c51f34dd7918ab9fab229f22b6ddf,Settler Colonizer,Female,Domestic,Lower,['Visual'],2.110836787886386,5.972562147895573,"['Jazz Piano', 'Introduction to Industrial Design', 'Introduction to Astronomy', 'Trombone', 'Ancient Philosophy', 'Environmental Economics', '19thC Romanticism and; Politics', 'Sacred Sites in Japan', 'Zen, Tea, and Power', 'Creativity, Innovation, Vision', 'Film Theory and Criticism', 'Special Topics', 'Theoretical Foundations of SLA', 'Immersion Journalism']","['Practice', 'Studio', 'Lecture-Discussion', 'Online Lecture', 'Online', 'Lecture']",0.9188045612168485,"['MUSC', 'ARTD', 'PHIL', 'ARTH', 'CEE', 'ARTJ', 'AFRO', 'TE', 'MACS', 'LING', 'HIST', 'ECON', 'ASTR']",13,[],3,[],[],0,['Psychology']
27525b604b8a71461e5a8c7f9e34cd4f6a60a007ce1c819b8924f2abf300cce7,dbc7907b4e17b96de0761f9c5a4052ceb0e82c9cfcc15fd2527465bd6b41ad05,Settler Colonizer,Male,Domestic,Upper,['Read/Write'],3.228381923591766,6.092347342053856,"['Environment, Agriculture, and Society', 'Introduction to Sociology', 'Stereotypes, Prejudice and; Discrimination', 'Anthro in a Changing World', 'Introduction to Hispanic Linguistics', 'Asian Families in America', 'Biochem and; Phys Basis of Life', 'Introduction to Literacies for Youth', 'Race, Gender, and Information Technology']","['Discussion/Recitation', 'Lecture', 'Lecture-Discussion', 'Online']",0.09484504601377872,"['CPSC', 'AAS', 'MCB', 'SOC', 'SPAN', 'IS', 'ANTH', 'PSYC']",8,[],2,[],"['Environmental Studies Club', 'Food Science and Human Nutrition Society']",2,"['Mathematics', 'Environmental Policy and Planning']"
