learning style,gpa,student semester,major,previous courses,course types,course subjects,subjects of interest,extracurricular activities,shap_feature_0,shap_feature_1,shap_feature_2,shap_feature_3,shap_feature_4,shap_feature_5,shap_feature_6,shap_feature_7,shap_feature_8,predicted_class,target,model
0.5047411,2.42,6.0,0.50962174,0.68723667,0.4917074,0.5204761,0.5122873,0.39368984,-0.0379241513655761,0.07119077722397199,-0.10840549208902482,0.023462026484535933,-0.03168355938277033,-0.0890059359809399,0.04353671799304796,0.11571395465284741,-0.0004234000360775546,0.9,Ethnoracial Group,Random Forest
0.5048317,3.09,2.0,0.5038685,0.5367072,0.4877406,0.4953429,0.50821376,0.4880458,-0.01069534228146025,-0.00853648756465071,-0.08053758073928068,-0.02626748784321301,-0.10062913794769046,0.1899375478639238,-0.07136683933016812,0.026266800791921816,-0.031710535449377825,0.8,Ethnoracial Group,Random Forest
0.50464773,2.17,8.0,0.5060538,0.5579453,0.4936086,0.492935,0.506889,0.5453989,0.11250818356166876,0.1964057531273129,-0.016949502825075166,0.0032105227523631014,-0.06803185347526824,-0.005907215230791178,0.0118474629100141,0.000503212343386497,0.15287437433638773,1.3,Ethnoracial Group,Random Forest
0.50464773,2.25,10.0,0.5371097,0.7489251,0.4954814,0.43839008,0.51456434,0.49278587,0.005101720163682626,0.03212998253674363,0.029953251330604336,0.09175451297446481,-0.02878958910154087,0.0856684117818993,0.19965657937026973,-0.0256325688117994,-0.0033813627443199,1.3,Ethnoracial Group,Random Forest
0.5047411,2.74,3.0,0.5038685,0.49752742,0.49195704,0.48214746,0.4876907,0.52755105,-0.026963207021310227,0.08809193050657213,0.03499630475449211,-0.012901574417187521,-0.03362747625216698,-0.0009559558081109039,-0.017051106432297028,-0.007388301602671311,-0.03773967622731095,0.9,Ethnoracial Group,Random Forest
0.50479937,3.09,9.0,0.5098919,0.8397697,0.49144542,0.513947,0.49340397,0.5517451,-0.014852929917543709,0.00436288649236723,-0.02289514537890891,0.0603996603196209,0.13955092745575193,0.0037365707761242086,-0.14966467325675664,0.10549068124327056,-0.03966704023393088,1.0,Ethnoracial Group,Random Forest
0.5048317,3.18,14.0,0.5346879,0.19470172,0.4979764,0.5072166,0.5344003,0.5542854,-0.02076744523882748,0.04789613787705638,-0.012886164153947737,0.048632829753777244,-0.15944621044131124,-0.024824293238184903,-0.036405917495644875,-0.06628770810406817,0.01054970854115548,0.7,Ethnoracial Group,Random Forest
0.5047411,2.84,14.0,0.53283477,0.2009435,0.496536,0.48870414,0.5022796,0.55094236,0.04458232891004662,-0.01675042127161313,0.03226518207107178,-0.06887103703524527,-0.04882021631149494,0.14033974095879412,0.06797516810100734,0.07885135191486481,-0.04311115983743688,1.1,Ethnoracial Group,Random Forest
0.50464773,3.24,1.0,0.5038685,0.5476402,0.49472785,0.46486205,0.514324,0.48361784,-0.03006672308960398,0.02266740283077254,0.11345926624944914,-0.021772748985591277,-0.04070491183151389,-0.026462224596162966,0.015747656138565585,0.026848488984727442,0.026744731799369457,1.0,Ethnoracial Group,Random Forest
0.5048317,2.41,3.0,0.5038685,0.46258402,0.4905059,0.51886314,0.5103329,0.47125733,-0.0943235364863409,0.034397580508531075,0.04524351600617771,-0.044544705061468876,0.04551997218064265,0.020305280815595236,0.08527242642466504,-0.06009296739664323,-0.04531662949116878,0.9,Ethnoracial Group,Random Forest
0.5047411,2.41,1.0,0.5038685,0.46372634,0.49215803,0.47569656,0.5197628,0.48969704,0.0003937381632267391,0.001376593862139822,0.1327398831925832,0.02406203033031238,-0.018461211929541744,-0.05580559672575378,0.13367749550215463,0.0667711432448514,0.0017068618600384411,1.2,Ethnoracial Group,Random Forest
0.50464773,3.12,11.0,0.5057656,0.8947787,0.49506977,0.49156743,0.5156625,0.50106823,-0.023378333979670495,-0.06360541480254644,-0.021505780054734806,-0.008905039383516783,0.07537800860573499,-0.04134797894212419,0.004260719115936229,-0.0919843549746962,-0.04245088808437785,0.7,Ethnoracial Group,Random Forest
0.5048317,3.74,11.0,0.5306216,0.6143597,0.4904112,0.4947647,0.52959573,0.48432076,0.0014298573450541026,0.005312178610836894,-0.047497866498631115,-0.03838630272655654,-0.05826460624590934,0.006826648114450421,-0.1223956769113095,-0.08580976884618476,-0.0747535253417239,0.5,Ethnoracial Group,Random Forest
0.5047411,2.24,6.0,0.5057656,0.5470769,0.49562776,0.4876538,0.5255352,0.47806704,-0.0016920903786316322,-0.04779100609458759,-0.09556761715878954,-0.08032566232609437,-0.04044293427348356,-0.0338398381663588,-0.060880008760606896,-0.006581034929072434,-0.04641887041237383,0.5,Ethnoracial Group,Random Forest
0.5049677,3.84,8.0,0.47803277,0.36209813,0.49247319,0.48357767,0.513999,0.49349827,0.12804531229304206,0.13178180543674214,-0.015026158231171968,0.24757281983185672,-0.18623215575041352,-0.06544210564905419,0.1347208842184691,-0.016376951217363177,0.027417486567903205,1.3,Ethnoracial Group,Random Forest
0.5048317,2.16,4.0,0.5038685,0.46016258,0.49157548,0.5080863,0.51058847,0.49290013,0.081073355807551,0.23377524760551352,0.09911414490074032,0.008004568694983697,0.11462634590967452,0.03333024057947244,0.1562786870068474,0.0748272935308896,0.08543105346433127,1.8,Ethnoracial Group,Random Forest
0.5048733,2.39,3.0,0.5038685,0.51815873,0.4918037,0.5080388,0.49682534,0.45981944,0.10248631224859896,0.026256994387006946,0.05010683500823074,0.0017896448954696153,0.15874764407424788,-0.021376381118404047,0.2221458790851566,-0.008725376918575745,0.15502938583828016,1.6,Ethnoracial Group,Random Forest
0.50464773,3.76,14.0,0.5052182,0.5129558,0.49633658,0.41207215,0.48736656,0.52281,0.019885433250180867,-0.0269850316911705,-0.08314625638542529,-0.043279281131754894,0.04224536713203357,-0.07470366756293309,0.30983593861417213,-0.13485314560744927,-0.12253841911766383,0.8,Ethnoracial Group,Random Forest
0.50464773,2.74,2.0,0.5038685,0.26144168,0.49230376,0.45270413,0.4891278,0.4811027,-0.025010227757716583,-0.031368005612468434,0.0862914243153114,-0.04054373767535997,0.1652105269023478,0.009871135154021092,-0.16679032439015196,0.13283950412120396,0.055960642442819584,1.1,Ethnoracial Group,Random Forest
0.5048317,3.2,6.0,0.51754135,0.35068932,0.49133465,0.5034518,0.50772107,0.49860507,-0.020609021908991734,-0.06637520481925575,-0.13347369779170684,-0.11575368756958912,-0.0410875884814111,0.029300591547857167,-0.07802712532846623,-0.07053334688906507,-0.11697998125937259,0.3,Ethnoracial Group,Random Forest
0.50479937,3.95,7.0,0.50561553,0.61882216,0.49197206,0.49564958,0.51381254,0.48130393,0.03988324008520973,0.4008434437135055,0.09968714892078243,0.049125266411868374,0.13174514644065125,0.041811300627610674,0.0553187593601689,0.03484572933984446,0.03320090260036425,1.8,Ethnoracial Group,Random Forest
0.50464773,2.38,14.0,0.499335,0.46372795,0.49308226,0.42403245,0.493441,0.54058325,0.059911485567123286,-0.08560679743627256,0.0853583077039437,0.03419203203122775,-0.03947124062297675,-0.02055004600296911,0.21673166430177077,0.1672650664783099,-0.1313695345201563,1.2,Ethnoracial Group,Random Forest
0.5050265,3.85,11.0,0.4586854,0.20482549,0.49568382,0.5039816,0.5104675,0.52833587,0.17754343673815928,-0.028149082654445285,-0.08015556391060286,0.23747734307492963,-0.08146530674721501,0.04354587920390975,0.043004137208892866,-0.006945493021670633,-0.1183944123919607,1.1,Ethnoracial Group,Random Forest
0.5047411,3.43,11.0,0.47001034,0.33994973,0.49360344,0.48340112,0.49879557,0.49280727,-0.06817180135587002,-0.05805813183624167,-0.07357164453086881,0.057837949344809556,-0.06851422491174647,-0.032412807121548204,0.0529765949775004,-0.04158942755256039,0.01796443048652655,0.7,Ethnoracial Group,Random Forest
0.50464773,3.83,2.0,0.5038685,0.5118611,0.49457592,0.49184996,0.5071805,0.5607847,0.02615778348481369,-0.015265249960654809,0.08036329862412912,-0.012651187671227379,0.03009071387676074,0.004242352180435786,0.10526008217738743,0.02681334590926005,0.14144979887910958,1.3,Ethnoracial Group,Random Forest
0.50479937,2.71,4.0,0.5038685,0.43290383,0.4910676,0.5087783,0.4719904,0.4856547,0.007159290408028934,0.015931066609011404,-0.008991744332387662,0.038255166910983254,0.08721910343987042,0.13469313900625543,0.1741082113923377,0.3858988319994805,0.05218787206643402,1.8,Ethnoracial Group,Random Forest
0.50479937,3.41,1.0,0.5038685,0.54720384,0.49365082,0.45788038,0.5100733,0.4753276,-0.02009576410879728,0.0012855599090326228,0.058872518508060745,-0.024973900050283913,0.09952692088062642,-0.09431617330887018,0.07302883381476766,0.08871100284823184,0.004421939007243283,1.1,Ethnoracial Group,Random Forest
0.50464773,2.24,10.0,0.51963246,0.19895302,0.49480587,0.5133093,0.5119271,0.5262485,0.041668175252510736,0.10166798595566601,-0.020754756501102114,0.03205233826798015,0.019254728035091893,-0.040285573301298665,0.08645079365572085,-0.00016389519355104984,-0.033428858671020134,1.1,Ethnoracial Group,Random Forest
0.5047411,2.3,5.0,0.48025936,0.521769,0.4913302,0.42656446,0.52043337,0.49831158,-0.03447535579313215,0.02353670950370483,-0.019123096198133037,0.013333033867346055,-0.11111799468344859,-0.0603109525629434,0.1278199498612403,-0.01850704251097953,-0.03469431398362643,0.8,Ethnoracial Group,Random Forest
0.50478333,3.63,6.0,0.510178,0.578121,0.49158865,0.44530392,0.5017993,0.45635843,-0.07153902966039057,-0.08959465313855841,-0.06680612457352648,-0.15381906849439803,-0.17081849161503215,-0.03419045216648645,-0.05919444922853166,-0.03273082949542373,-0.034845964127657295,0.2,Ethnoracial Group,Random Forest
0.50464773,3.4,10.0,0.5128187,0.20575203,0.49201736,0.5003932,0.5481423,0.56423146,0.0506151287489762,0.025070377422721564,-0.014485984727488367,0.04216959505306759,0.06862899586433889,-0.015594065651581826,0.13116008637638338,0.008993654682496834,0.1899031497310932,1.4,Ethnoracial Group,Random Forest
0.5048733,2.67,14.0,0.49476045,-0.20076583,0.49678686,0.494959,0.52191365,0.49777985,-0.0656809918957621,-0.015817423860188473,0.06989876612928342,0.12718026657704432,0.15255020483849918,-0.024635307991845788,0.03760250956433663,0.009320054569181925,-0.10395714043055673,1.1,Ethnoracial Group,Random Forest
0.5047411,3.05,11.0,0.53409785,0.28542164,0.49075395,0.4822365,0.5233013,0.5120216,-0.004573155358608723,-0.06047777111890533,-0.08080645974912606,-0.0004763178814012103,0.06908994356169834,0.05184885786187076,-0.005699311193456174,0.0356761773999401,-0.018121026021995633,0.9,Ethnoracial Group,Random Forest
0.5048317,2.72,11.0,0.49651504,0.77972627,0.4948979,0.492186,0.5017688,0.4447079,0.043938762090701404,0.04520982204781262,0.009760549918469932,-0.03060143095142496,0.12030540218549178,-0.09284546326580827,0.07616596785924645,0.1814844314220848,0.03304289619343082,1.3,Ethnoracial Group,Random Forest
0.50464773,3.71,1.0,0.5038685,0.52612495,0.49747798,0.48243254,0.513487,0.4811027,-0.08864037000269846,-0.03673290312444688,0.020662310540625208,-0.018525193473350996,-0.0695581441699352,0.15946778924296776,0.11860447529721359,0.07937982235119766,-0.07819684916157531,1.0,Ethnoracial Group,Random Forest
0.5048317,3.67,8.0,0.47435516,0.26255703,0.49223906,0.509784,0.508118,0.46175206,-0.015799438882454435,0.012473312272452516,0.020862712691452536,0.11441320771960105,0.10554046976911373,0.02483678887577425,0.02372713358834797,0.027713103922289036,0.07269364754341397,1.3,Ethnoracial Group,Random Forest
0.50464773,2.75,11.0,0.50192267,0.68606865,0.49112147,0.5594426,0.5249157,0.47943133,-0.009994784356227153,-0.02547679980046843,-0.02035392425710036,-0.0074717624258913125,0.04493227000988428,-0.015692751949198964,0.09571396647185623,-0.06282582827950121,-0.11236944791335887,0.8,Ethnoracial Group,Random Forest
0.5047411,3.0,0.0,0.5038685,0.5016343,0.4990823,0.49378335,0.51715827,0.4811027,0.03644933801940693,-0.02303096169121156,0.06092895191908828,-0.007856335940163271,-0.058155275390484124,0.13915011928285964,0.009850953111127719,-0.035006496147169774,-0.01560856136407054,1.0202607942993827,Ethnoracial Group,Random Forest
0.50464773,2.19,8.0,0.44718134,0.6786669,0.49669853,0.43531632,0.51360947,0.4897352,0.014679390788962847,0.058005947694131185,-0.05532783670854218,-0.0040613561861204085,-0.161897575532203,0.03890837534998915,-0.033976346322073275,-0.11144324043299729,0.04157357884885513,0.7,Ethnoracial Group,Random Forest
0.50464773,3.0,0.0,0.5082041,0.5016343,0.4990823,0.49378335,0.5177262,0.4811027,0.006483347597893918,0.023645789892222314,0.09211307595297699,0.49837828676138746,0.034816822123324966,0.228598080576649,0.09477849170980883,0.12389487753402957,0.2837521653516898,2.3,Ethnoracial Group,Random Forest
0.50464773,3.0,0.0,0.5038685,0.5016343,0.4990823,0.49378335,0.51715827,0.4811027,0.007231795912404433,-0.044574808927800455,0.05905401091514805,-0.01828104580045829,-0.07585490145151019,0.12999033383268105,-0.009794558218396792,-0.025667375040186898,-0.02103640042126723,0.9146061133006139,Ethnoracial Group,Random Forest
0.50464773,3.75,6.0,0.48170602,0.55358887,0.4905297,0.5423299,0.50116897,0.49661142,0.026811143874549862,-0.09820478258858838,-0.03353308368228834,0.14399618254797336,-0.009327601252274872,0.009520074134068857,0.04088919784502176,-0.005520866773706303,-0.08816932660475744,0.9,Ethnoracial Group,Random Forest
0.5047411,3.1,2.0,0.5038685,0.30946875,0.49612576,0.51950943,0.52352905,0.50247806,0.054597327768218934,0.02539307765202283,0.09615340339193663,0.019066003177465506,0.07981626522396669,0.1817210949605634,-0.04454923555092924,0.05082449811453463,0.12343850276222203,1.5,Ethnoracial Group,Random Forest
0.5048733,2.04,4.0,0.48910642,0.6378881,0.49167952,0.48587346,0.5416698,0.42900816,0.13720179585601244,0.0334634916841543,0.01439962944547763,0.15717936907605307,0.034487845679676186,0.04999923369723763,-0.05660135830413844,0.08747320982846092,-0.0711422794629439,1.3,Ethnoracial Group,Random Forest
0.50464773,2.05,9.0,0.5074728,0.77703846,0.4929073,0.49618888,0.52214134,0.49241257,-0.006578790605198868,0.018754046506314796,-0.027768986888578505,-0.0298773772545321,-0.061633155341995254,-0.12221698706239384,0.041603485133469696,-0.02341258505377078,-0.10240871193332117,0.6,Ethnoracial Group,Random Forest
0.50479937,3.49,2.0,0.5038685,0.536671,0.49813253,0.47938454,0.5332239,0.48455614,-0.046831755201613395,-0.04584565290349307,0.08345017425450242,-0.043900006892764055,-0.1894012924668062,-0.07200125448461822,0.023841321330118615,0.05132224951613121,-0.07417284565146476,0.6,Ethnoracial Group,Random Forest
0.5048317,2.36,4.0,0.5065045,0.45439553,0.49485773,0.5152221,0.52438885,0.5004711,0.06262020425329728,-0.02271801491867854,0.046325257539426075,-0.04705950451276648,-0.08704268648306225,0.008810729409211253,0.026374656921669105,-0.03734444740947999,-0.06350525729961451,0.8,Ethnoracial Group,Random Forest
0.50479937,2.02,14.0,0.50191593,0.639623,0.49536657,0.45065606,0.5292315,0.43799293,-0.01507990643131823,0.292367360170096,0.2504651162809048,0.00798515220774704,-0.2038613191685574,0.021547267894549523,-0.12759639024404873,0.0949526006492166,0.06568105614141108,1.3,Ethnoracial Group,Random Forest
0.50464773,3.0,0.0,0.5320891,0.5016343,0.4990823,0.49378335,0.52397925,0.48464733,-0.042263815358954765,-0.06736461413127423,0.05656840886616411,-0.09197008409371717,-0.04482779894539785,0.008839351743487253,-0.08626988989915269,-0.048340097465310476,-0.09791052321583857,0.5,Ethnoracial Group,Random Forest
0.5047411,3.35,1.0,0.52521646,0.5105396,0.4883778,0.49237686,0.5294026,0.4555716,0.02385447920627629,0.10932643773259847,0.1151693678005697,0.08209383627115235,-0.0810068495034109,0.08022964384266923,-0.0798540693326609,0.0812409679311379,-0.04459287644832942,1.2,Ethnoracial Group,Random Forest
0.5047411,3.44,2.0,0.5038685,0.5372732,0.49200213,0.45454013,0.517989,0.46660912,0.02576421418947921,0.004006691859243344,0.05938805328423792,-0.05103131882480312,0.08687736781230329,0.04345311472411889,0.09900787411040601,-0.09319293805308165,0.012187878398089009,1.1,Ethnoracial Group,Random Forest
0.50464773,3.04,8.0,0.48652643,0.47809643,0.4904907,0.50834394,0.5100558,0.5500607,0.09259788497003801,0.11343043325758641,-0.05156144657283386,0.10525354915051996,0.10020174334950484,0.2304726235183496,0.24572301333463387,0.004289756942145472,0.14605337955006398,1.9,Ethnoracial Group,Random Forest
0.5048317,3.67,7.0,0.49411613,0.71278197,0.4913496,0.46778375,0.5243941,0.57035553,-0.08469352819556292,0.0768251640542404,-0.04679554438314051,-0.03288509008097931,0.018200036817996302,0.06804924842327585,0.006402988278927973,-0.07619028122191701,0.05754794380715424,0.9,Ethnoracial Group,Random Forest
0.50464773,2.21,8.0,0.49420542,0.5036069,0.49401125,0.4942124,0.53016686,0.4578163,0.006849944178596831,0.10413527654031773,0.06946224423628845,0.062423167733222734,0.059000155293896434,0.05576211162243325,0.1001828847859363,0.24295129423476877,0.0856938588745302,1.7,Ethnoracial Group,Random Forest
0.50464773,3.27,13.0,0.51849645,0.7000231,0.4941264,0.4584188,0.52826786,0.48745972,0.0015964373922056406,-0.07762946193216584,-0.0013892589621819146,-0.09830174143037865,-0.09749522772914712,0.015836738900923283,-0.096761818560618,-0.16053985346630487,-0.0988548767123212,0.3,Ethnoracial Group,Random Forest
0.50479937,3.79,14.0,0.48593992,0.77960104,0.4961522,0.44940323,0.4991914,0.5052777,-0.0038471765490415187,-0.07371701790195116,0.00510540571717906,0.07416597501613682,-0.10342211155317424,0.07473561215825028,-0.05453471334799432,0.0623443926931404,-0.094369428732542,0.8,Ethnoracial Group,Random Forest
0.50479937,3.43,8.0,0.50699073,0.8859247,0.49197206,0.5323148,0.5314398,0.5427487,-0.05265904559479727,-0.08460954987666748,0.0031111804712445376,-0.008111411163719872,-0.01827249460729778,-0.044853093015290384,0.05029285925745395,-0.036660977795418714,-0.021776530175524524,0.7,Ethnoracial Group,Random Forest
0.50479937,3.35,9.0,0.49933577,0.73320085,0.49092773,0.5445396,0.5171589,0.5104912,-0.04103055877181705,0.02901402031123123,-0.011895607661269004,0.08144794606056638,0.12353259584424135,0.10387362613332989,0.15790788173280618,0.031154231530844755,0.012456802320136278,1.4,Ethnoracial Group,Random Forest
0.5047411,2.43,11.0,0.49972105,0.46568608,0.49170345,0.5019537,0.50283855,0.4331733,0.0805339095526787,0.08685036154820676,-0.020979000839864047,0.0733931685466448,0.07652041215488481,0.01163641483784537,0.06759718031128739,0.24298829152410556,0.16792019986421886,1.7,Ethnoracial Group,Random Forest
0.5048317,3.0,0.0,0.5038685,0.5016343,0.4990823,0.49378335,0.51715827,0.47832847,0.01357659823705563,-0.045175853325009584,0.056134673602824134,-0.08585617784769763,-0.14875731048228902,0.01724990533348305,-0.11449406478368374,-0.11796624907464207,-0.28825058416005184,0.2,Ethnoracial Group,Random Forest
